ISO3,Country,HDI_Category,Region,HDI_Rank,HDI,Life_Expectancy,Health_Index,Mean_Years_Schooling,Mean_Schooling_Index,Expected_Years_Schooling,Expected_Schooling_Index,Education_Index,GNI_Per_Capita,Income_Index,HDI_Calculated,Health_Contribution,Education_Contribution,Income_Contribution,Bottleneck_Component,Bottleneck_Value,Strongest_Component,Strongest_Value,Component_Gap
TTO,Trinidad and Tobago,Very High,LAC,57.0,0.81,72.9709,0.8149369230769231,11.61062419,0.6450346772222222,14.53545292,0.8075251622222223,0.7262799197222223,23392.02084,0.8240060037527739,0.7871414866846328,1.035311868148841,0.9226802703301108,1.046833406308453,Education,0.7262799197222223,Income,0.8240060037527739,0.09772608403055161
TUN,Tunisia,High,AS,97.0,0.731,73.7719,0.82726,7.431598614,0.4128665896666667,15.42538224,0.85696568,0.6349161348333333,10257.54477,0.6994784586916866,0.716216372437701,1.1550420122125287,0.8864864854629675,0.9766300877917025,Education,0.6349161348333333,Health,0.82726,0.19234386516666668
TUR,Turkey,Very High,ECA,48.0,0.838,76.0324,0.862036923076923,8.63313961,0.47961886722222224,18.3382206,1.0,0.7398094336111112,31032.80106,0.8667018713837059,0.8206761689320805,1.0503983857587385,0.9014632831044691,1.0560826598773023,Education,0.7398094336111112,Income,0.8667018713837059,0.12689243777259474
TUV,Tuvalu,Medium,EAP,130.0,0.641,64.5466,0.6853323076923077,10.57310772,0.5873948733333333,9.40443,0.5224683333333333,0.5549316033333334,6351.435899,0.6270725227128636,0.6201348597665586,1.1051343057061682,0.8948563277707527,1.0111873455217735,Education,0.5549316033333334,Health,0.6853323076923077,0.13040070435897433
TZA,Tanzania,Low,SSA,160.0,0.549,66.2007,0.71078,6.37289871,0.3540499283333334,9.221489906,0.5123049947777778,0.4331774615555556,2664.329096,0.4958460835960105,0.5344609502125847,1.3299007153231373,0.8104941275564791,0.9277498821921136,Education,0.4331774615555556,Health,0.71078,0.2776025384444444
UGA,Uganda,Low,SSA,166.0,0.525,62.7048,0.656996923076923,5.730941566,0.31838564255555557,10.14986994,0.5638816633333333,0.44113365294444445,2181.43651,0.4656396698579728,0.5129336206369915,1.280861492878991,0.8600209368156028,0.9077971322677458,Education,0.44113365294444445,Health,0.656996923076923,0.21586327013247858
UKR,Ukraine,High,ECA,77.0,0.773,71.624,0.7942153846153845,11.13142043,0.6184122461111111,14.95656854,0.8309204744444444,0.7246663602777778,13255.50977,0.738209116157444,0.7517704779532123,1.0564599274737867,0.9639462861733693,0.9819607683548698,Education,0.7246663602777778,Health,0.7942153846153845,0.06954902433760679
URY,Uruguay,Very High,LAC,58.0,0.809,75.4356,0.8528553846153846,8.982549667,0.4990305370555556,16.83259964,0.9351444244444446,0.7170874807500001,21268.88122,0.8096330591284016,0.791125269147965,1.078028243913764,0.9064145827655044,1.023394259673148,Education,0.7170874807500001,Health,0.8528553846153846,0.1357679038653845
USA,United States,Very High,,21.0,0.921,77.1982,0.8799723076923077,13.68342972,0.76019054,16.28097916,0.9044988422222223,0.8323446911111112,64765.21509,0.9778371848923127,0.8947044331219558,0.9835340869182438,0.9303012931396256,1.0929164411092454,Education,0.8323446911111112,Income,0.9778371848923127,0.14549249378120155
UZB,Uzbekistan,High,ECA,101.0,0.727,70.8616,0.7824861538461538,11.89558983,0.6608661016666667,12.47714043,0.6931744683333334,0.677020285,7916.785725,0.6603507600684151,0.7046135786663634,1.110518130131953,0.9608391116750974,0.9371814283202923,Income,0.6603507600684151,Health,0.7824861538461538,0.12213539377773874
VCT,Saint Vincent and the Grenadines,High,LAC,89.0,0.751,69.6291,0.7635246153846152,10.83343029,0.6018572383333334,14.67220567,0.8151225372222223,0.7084898877777779,11961.08792,0.7226874463972582,0.7311992487984315,1.0442086977514045,0.9689423080535552,0.9883591204242065,Education,0.7084898877777779,Health,0.7635246153846152,0.055034727606837364
VEN,Venezuela,Medium,LAC,120.0,0.691,70.5536,0.7777476923076924,11.10727736,0.6170709644444444,12.81608,0.7120044444444444,0.6645377044444445,4810.882621,0.5851091878480452,0.6712203145118942,1.1587070228547298,0.9900440884714443,0.8717095940004911,Income,0.5851091878480452,Health,0.7777476923076924,0.19263850445964714
VNM,Viet Nam,High,EAP,115.0,0.703,73.6181,0.8248938461538461,8.370280266,0.46501557033333335,12.9519325,0.7195518055555555,0.5922836879444444,7867.371345,0.6594049573037564,0.6855303411167237,1.2032929787033209,0.8639788094274847,0.961890258904647,Education,0.5922836879444444,Health,0.8248938461538461,0.23261015820940167
VUT,Vanuatu,Medium,EAP,140.0,0.607,70.449,0.7761384615384616,7.064846,0.39249144444444445,11.53531503,0.640850835,0.5166711397222222,3085.411633,0.5180109139182274,0.5922395952617255,1.3105143049334054,0.8724022234512914,0.8746644399709638,Education,0.5166711397222222,Health,0.7761384615384616,0.2594673218162393
WSM,Samoa,High,EAP,111.0,0.707,72.7675,0.8118076923076922,11.4038,0.6335444444444445,12.41885948,0.6899366377777778,0.6617405411111111,5307.953374,0.5999618586404739,0.6856274267531806,1.1840361990068629,0.9651605453486789,0.8750552198321765,Income,0.5999618586404739,Health,0.8118076923076922,0.21184583366721832
YEM,Yemen,Low,AS,183.0,0.455,63.7534,0.6731292307692307,3.2,0.17777777777777778,9.09871006,0.5054838922222222,0.341630835,1314.270189,0.38909941549673605,0.4472723284730381,1.5049650691945442,0.7638094584708782,0.869938493233192,Education,0.341630835,Health,0.6731292307692307,0.3314983957692307
ZAF,South Africa,High,SSA,109.0,0.713,62.341,0.6514,11.37316036,0.6318422422222222,13.64371014,0.7579838966666667,0.6949130694444444,12948.37325,0.7346678962236791,0.6928242794009896,0.9402095442775119,1.0030148915180352,1.0603957136993918,Health,0.6514,Income,0.7346678962236791,0.08326789622367914
ZMB,Zambia,Medium,SSA,154.0,0.565,61.2234,0.6342061538461539,7.187091494,0.39928286077777775,10.92876021,0.607153345,0.5032181028888889,3217.767739,0.5243556763028444,0.5510667749280108,1.1508698812934313,0.9131708275365128,0.9515283812408108,Education,0.5032181028888889,Health,0.6342061538461539,0.13098805095726496
ZWE,Zimbabwe,Medium,SSA,146.0,0.593,59.2531,0.6038938461538462,8.710908501,0.4839393611666667,12.11096904,0.6728316133333334,0.57838548725,3809.887158,0.549870756833983,0.576960664160365,1.046681140789167,1.0024695324623363,0.953047219664784,Income,0.549870756833983,Health,0.6038938461538462,0.054023089319863216
